acn,synopsis,narrative,analysis_summary,overall_confidence,method,model,processing_time,AE100_Present,AE100_Confidence,AE100_Explanation,AE200_Present,AE200_Confidence,AE200_Explanation,AD000_Present,AD000_Confidence,AD000_Explanation,PE100_Present,PE100_Confidence,PE100_Explanation,PE200_Present,PE200_Confidence,PE200_Explanation,PP100_Present,PP100_Confidence,PP100_Explanation,PT100_Present,PT100_Confidence,PT100_Explanation,PC100_Present,PC100_Confidence,PC100_Explanation,PC300_Present,PC300_Confidence,PC300_Explanation,SC000_Present,SC000_Confidence,SC000_Explanation,SD000_Present,SD000_Confidence,SD000_Explanation,SI000_Present,SI000_Confidence,SI000_Explanation,SP000_Present,SP000_Confidence,SP000_Explanation,OC000_Present,OC000_Confidence,OC000_Explanation,OP000_Present,OP000_Confidence,OP000_Explanation,OR000_Present,OR000_Confidence,OR000_Explanation,OT000_Present,OT000_Confidence,OT000_Explanation,PC200_Present,PC200_Confidence,PC200_Explanation
1474478,Pilot tying down his aircraft reported sighting a drone flying over parked aircraft at MYF at night. No NOTAMs were in effect for these flights.,There was a drone flying over parked aircraft at MYF airport. East of and directly over the FBO building. We witnessed 2 flights of the drone as we were securing our aircraft after completing our flight. The drone was reported to the police during its first flight; and then again when it came back d,"The incident involved unauthorized drone flights over parked aircraft at MYF airport at night without any NOTAMs issued. This represents a significant safety hazard due to potential collision risk and lack of coordination with airport operations. The analysis indicates organizational and supervisory shortcomings in enforcing drone operation policies and resource support for monitoring and controlling unauthorized UAV activity. No direct evidence of pilot physical state issues or technological failures related to the drone operation was found. However, the incident highlights gaps in safety culture, policy enforcement, and resource allocation for UAV oversight.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,14.72670078277588,0,0.1,No evidence suggests pilot or drone operator skill-based errors contributed to the incident; the dro,0,0.1,No direct information indicates poor decision-making by the pilot or drone operator; the pilot was s,1,0.95,The drone flights over parked aircraft at night without NOTAMs or authorization represent a clear vi,1,0.85,Nighttime conditions and drone flights over parked aircraft create a hazardous physical environment ,0,0.2,No reported technological malfunctions or equipment design issues related to the drone or pilot syst,0,0.3,No evidence of coordination failures among the pilot crew or between drone operators and airport per,0,0.2,No information on training deficiencies related to this incident is available.,0,0.2,"No indications of fatigue, stress, or cognitive impairment affecting the pilot or drone operator wer",0,0.1,"No evidence of fatigue, illness, or physical impairment affecting involved personnel.",1,0.9,The presence of unauthorized drone flights without NOTAMs suggests a permissive or ineffective safet,1,0.85,Supervisory personnel appear to have failed to enforce drone operation regulations or monitor unauth,1,0.9,"Supervision did not prevent or promptly address unauthorized drone flights, indicating ineffective o",1,0.85,Lack of planning for UAV integration or enforcement at the airport contributed to the incident.,1,0.9,"Organizational climate likely lacks emphasis on UAV safety and enforcement, allowing unauthorized dr",1,0.9,Absence or poor enforcement of policies and procedures regarding drone operations and NOTAM issuance,1,0.9,"Potential resource limitations in staffing, surveillance, or enforcement capabilities allowed unauth",0,0.2,No direct evidence of training program deficiencies related to this incident.,1,0.85,Management decisions may have deprioritized UAV oversight or failed to allocate sufficient resources
1476358,UAS pilot previously registered a toy UAS as per FAR 107; but the FAA website did not allow him to register a newly purchased Phantom 4 Pro. The UAS was flown then subsequently registered as a commerc,I registered a 'toy' drone/UAS that you'd buy at Walmart for 30$ in 2015. I paid a fee and registered before I flew it. Then I bought a Phantom 4 Pro (1600$) and tried to register it (recreational); but it wouldn't let me add another make and model; so I figured that would satisfy 107.13. Since then,"The incident involves a UAS pilot who misunderstood FAA registration and operational requirements under Part 107, leading to unauthorized flight in controlled airspace without ATC authorization. Contributing factors include pilot decision errors, regulatory knowledge gaps, and organizational policy clarity issues. No direct evidence of physical state impairments or resource constraints was found, but organizational culture and policy inadequacies contributed to the confusion.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,15.260185956954956,1,0.9,The pilot demonstrated errors in operational skills by flying the Phantom 4 Pro without proper regis,1,0.95,"The pilot made incorrect decisions based on misunderstanding FAA regulations, particularly assuming ",1,0.9,Operating the UAS recreationally in Class E airspace without ATC authorization constitutes a regulat,0,0.1,No evidence suggests adverse physical environmental factors such as weather or workspace design impa,0,0.1,No technological malfunctions or interface issues were reported that contributed to the incident.,0,0.1,The incident involved a single pilot with no indication of team coordination failures.,1,0.85,The pilot's confusion about regulatory requirements suggests inadequate or unclear training regardin,1,0.9,"The pilot exhibited cognitive confusion and misunderstanding of regulatory requirements, impacting s",0,0.1,"No indications of fatigue, stress, illness, or physical impairment were reported.",1,0.85,The organizational or community safety culture may lack emphasis on clear communication and understa,0,0.2,No direct evidence of supervisors knowingly disregarding rules was found.,1,0.8,Supervisory oversight appears insufficient in ensuring pilots fully understand and comply with FAA r,1,0.8,Planning deficiencies are evident in failure to provide clear guidance and support for UAS registrat,1,0.85,The broader organizational climate may not prioritize comprehensive regulatory education or enforcem,1,0.9,"FAA policies and procedures, or their communication, may be inadequate or confusing, particularly re",0,0.1,"No evidence of resource limitations such as staffing, equipment, or budget constraints affecting thi",1,0.85,Training programs appear insufficiently detailed or accessible to ensure operator understanding of c,1,0.85,Management decisions may have failed to address or clarify regulatory complexities and provide adequ
1477824,UAV operator reported operating within the borders of Class E airspace.,I operated a Mavic Pro UAV as RPIC (Remote PIC) accidentally within the border of the Class E airspace to the surface approach path into Philips AAF (APG). The problem arose due to airspace inspection that was not detailed enough. Due to my distance from controlled airports; I believed I was in Clas,"The incident involved a UAV operator mistakenly flying within Class E airspace due to incomplete airspace inspection and incorrect assumptions about airspace classification. Contributing factors include skill-based errors in verifying airspace boundaries, decision-making errors in relying on unverified information, and supervisory and organizational shortcomings in training, policies, and resource support. No evidence of physical state impairments or technological failures was found.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,15.993079662322998,1,0.9,"The RPIC failed to verify the airspace classification accurately, relying on incomplete or incorrect",1,0.9,The operator made a poor decision by trusting unverified airspace assessments and not conducting a t,0,0.1,No explicit evidence suggests intentional rule-breaking or deliberate disregard for regulations; the,0,0.2,"No mention of adverse weather, terrain, or workspace design issues affecting performance.",0,0.1,No equipment malfunction or interface issues were reported that contributed to the incident.,1,0.85,The operator relied on two other individuals who either did not perform or incompletely performed ai,1,0.8,The incident suggests insufficient training or guidance on proper airspace verification procedures a,1,0.85,"The operator exhibited confirmation bias and overconfidence in the information provided by others, i",0,0.1,"No evidence of fatigue, stress, illness, or physical impairment affecting the operator's performance",1,0.8,The organizational environment likely tolerated or failed to emphasize rigorous airspace verificatio,0,0.2,No indication that supervisors knowingly disregarded rules or instructions.,1,0.85,Supervisory oversight failed to ensure proper airspace inspection protocols and verification were fo,1,0.8,Planning deficiencies are evident in the lack of detailed airspace inspection procedures and risk mi,1,0.75,The broader organizational climate may lack a strong safety emphasis on airspace compliance and thor,1,0.85,Policies and procedures appear inadequate or insufficiently enforced regarding airspace inspection a,1,0.8,"Potential resource limitations such as lack of access to detailed airspace maps, insufficient staffi",1,0.8,Training programs likely do not adequately cover detailed airspace identification and verification t,1,0.75,"Management may have deprioritized investment in comprehensive training, resource allocation, and pro"
1480099,UAV Operator reported losing radio connection with their UAV on a commercial photography mission. It has not been recovered.,Started using a preprogrammed flight path. Three minutes into a fifteen minute flight; radio connection was lost with aircraft. Attempted to use 'return to home' function and manual control but aircraft would not respond. Aircraft flew beyond line of sight and has yet to be recovered.,"The UAV lost radio connection during a preprogrammed flight, and attempts to regain control via manual input and 'return to home' function failed, resulting in loss of the aircraft beyond line of sight. Contributing factors likely include technological environment issues such as communication system failure and automation dependency, possible cognitive state impacts on operator situational awareness, and potential organizational resource support limitations affecting equipment reliability and maintenance. No direct evidence of physical state impairments or violations was found, but supervisory and organizational influences on safety culture and policies may have played a role in risk management and contingency planning.",0.88,OPENAI + YAML + FewShot,gpt-4.1-mini,14.479673147201538,0,0.3,No direct evidence that operator made a manual control error; attempts to regain control were unsucc,0,0.3,No indication that operator made poor decisions; the use of preprogrammed flight path and attempts t,0,0.2,No evidence of intentional rule violations or procedural breaches by the operator.,0,0.2,"No adverse weather, terrain, or workspace design factors reported affecting performance.",1,0.95,"High confidence that technological failures contributed: loss of radio connection, failure of return",0,0.2,No indication of team coordination issues; incident involved single operator with no reported commun,0,0.3,No evidence that training conditions contributed; operator appeared to follow standard procedures.,1,0.85,Operator likely experienced degraded situational awareness due to loss of radio link and delayed fee,0,0.2,"No information suggesting fatigue, stress, illness, or physical impairment affecting operator perfor",0,0.3,No direct evidence of organizational safety culture issues influencing this incident.,0,0.3,No indication supervisors knowingly disregarded rules or instructions.,0,0.3,No clear evidence of supervisory failures contributing to this event.,0,0.3,No explicit evidence that flight planning or mission supervision was inadequate.,0,0.3,No specific data on organizational climate or culture impacting safety in this case.,0,0.3,No direct evidence that policies or procedures were deficient or violated.,1,0.9,"Possible resource limitations such as equipment reliability, maintenance, or budget constraints may ",0,0.3,No indication that training programs were inadequate or contributed to the incident.,0,0.3,No direct evidence that management decisions influenced this event.
1483563,A commercial UAV operator reported that a fixed wing aircraft descended and circled near their drone; interrupting a photo shoot.,Flying a UAS on a photo mission near a major road early in the morning. UAS was being flown at an altitude of less than 200 feet and below the level of a nearby cell tower. Aircraft approached from out of the sun and came over the top of the UAS before pilot could take any evasive action. Pilot of t,"The incident involved a commercial UAV operator experiencing interference from a transient manned aircraft that approached and circled near the UAV during a photo mission. The UAV pilot was unable to take evasive action due to the aircraft's approach from out of the sun and close proximity. This repeated interference suggests potential organizational and supervisory shortcomings in managing airspace and ensuring safe UAV operations. No direct evidence indicates UAV pilot physical impairment or technological failures. However, environmental factors such as early morning lighting and proximity to a major road may have contributed. Resource support issues such as airspace coordination and policies appear relevant given repeated occurrences.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,27.19949150085449,0,0.2,No evidence suggests the UAV pilot made skill-based errors; the pilot maintained control and did not,0,0.2,The UAV pilot's decision to continue the mission despite the aircraft's presence appears cautious an,0,0.3,No indications that the UAV pilot violated regulations or operational limits; altitude and location ,1,0.85,Early morning lighting conditions (aircraft approaching from out of the sun) and proximity to a majo,0,0.1,No reported technological malfunctions or interface issues affecting UAV operation.,1,0.75,Repeated interference by transient aircraft suggests lack of effective coordination between UAV oper,0,0.2,No information indicates inadequate training conditions for the UAV pilot.,0,0.3,No direct evidence of cognitive impairment such as fatigue or stress affecting pilot performance.,0,0.1,"No signs of fatigue, illness, or physical impairment impacting the UAV pilot.",1,0.8,The recurrence of transient aircraft interfering with UAV operations indicates a possible organizati,0,0.3,No clear evidence that supervisors knowingly disregarded rules or instructions.,1,0.85,"Supervisory oversight appears insufficient to prevent repeated interference incidents, indicating in",1,0.8,Planning for UAV operations near busy roads and in airspace with transient manned aircraft seems ina,1,0.8,Organizational climate may not sufficiently emphasize integration and safety of UAV operations withi,1,0.85,Existing policies and procedures likely lack clear guidance or enforcement mechanisms to prevent man,1,0.9,"Potential resource limitations in airspace management, staffing, or communication infrastructure may",0,0.2,No evidence suggests deficiencies in training programs related to this incident.,1,0.8,Management decisions may have failed to allocate adequate resources or implement effective policies 
1484444,JCF TRACON Controller reported issues with a drone pilot and the possibility of flying a clearance that was supposed to be flown later.,Aircraft X inquired if he had a flight plan in the computer for XA:00; I had flight data check and there was a flight plan proposed at XA:00 via the BTY244044 (BTY 244 radial at 44 nm) to the DAG356041 (DAG 356 radial at 41 nm) with several more fixes and clearance limit of the BTY 244 radial at 44 ,"The incident involves a UAV pilot operating under a complex clearance at high altitude with potential procedural and communication issues. The pilot requested an IFR clearance that was supposed to be flown later, indicating possible confusion or miscommunication. The clearance issued allowed crossing a restricted boundary at FL510-FL590, requiring strict adherence to airspace constraints. Contributing factors likely include decision-making errors, possible skill-based errors in managing complex clearances, and organizational influences such as policies and supervisory oversight. Physical state factors like fatigue or stress are not explicitly mentioned but cannot be ruled out given the complexity and workload. Resource support issues such as staffing or equipment limitations are not directly evident but should be considered given the operational environment.",0.8,OPENAI + YAML + FewShot,gpt-4.1-mini,28.95201802253723,1,0.85,"The pilot's handling of a complex clearance at or above FL500, including navigating the R-2508 restr",1,0.85,Requesting a flight plan clearance that was scheduled for a later time indicates a possible decision,0,0.3,No clear evidence of intentional rule-breaking or procedural violations is present; the pilot appear,0,0.2,"No explicit mention of adverse weather, terrain, or workspace design issues affecting performance.",0,0.2,No reported equipment malfunctions or interface problems impacting the incident.,1,0.75,"The interaction between the UAV pilot and TRACON controller shows potential coordination issues, esp",0,0.3,"No direct evidence of inadequate training conditions, though complexity of clearance suggests traini",1,0.8,Potential cognitive overload or confusion is indicated by the pilot requesting a clearance out of se,0,0.3,"No explicit evidence of fatigue, stress, or illness; however, the complexity of the task could contr",0,0.3,No direct evidence of organizational safety culture issues enabling unsafe practices.,0,0.3,No indication that supervisors knowingly disregarded rules or instructions.,1,0.7,Supervisory oversight may have been insufficient to ensure proper clearance sequencing and pilot und,1,0.7,Planning deficiencies are suggested by the issuance of clearances that may not align well with opera,0,0.3,No explicit organizational climate or culture issues identified.,1,0.75,Potential gaps in policies or procedures related to clearance timing and airspace boundary managemen,0,0.3,"No direct evidence of staffing shortages, equipment limitations, or budget constraints impacting thi",0,0.3,"No explicit evidence that training programs contributed to the incident, though complexity suggests ",0,0.3,No direct evidence of management decisions influencing this event.
1484734,FAR Local Controller reported an operation involving a military UAV that was being conducted not in accordance with the LOA.,I was conducting training during a session on LC/GC. My trainee was working Aircraft X in the local traffic pattern on runway 36. He also had Aircraft Z in the traffic pattern on runway 36 and Aircraft Y was inbound on a visual approach to runway 9. Aircraft X was in the right downwind and told to e,"The incident involved a trainee UAV controller managing multiple aircraft in a complex local traffic pattern, including a military UAV operating outside its authorized airspace (Class Delta). The trainee reluctantly complied with an early turn request from Aircraft X, which increased risk of airspace violation. Contributing factors include decision-making errors under training conditions, possible supervisory and policy shortcomings regarding UAV operational restrictions, and potential resource or training program limitations affecting controller preparedness. No direct evidence of physical state impairments was found, but workload and stress from managing multiple aircraft may have influenced performance.",0.88,OPENAI + YAML + FewShot,gpt-4.1-mini,30.767353534698486,1,0.9,The trainee controller showed skill-based errors by reluctantly instructing Aircraft X to turn base ,1,0.9,The trainee made a poor decision by allowing Aircraft X to turn early despite the risk of violating ,1,0.95,"The operation was conducted not in accordance with the Letter of Agreement (LOA), constituting a pro",0,0.3,No evidence of adverse physical environmental factors such as weather or terrain impacting performan,0,0.2,No reported equipment malfunctions or interface issues affecting the incident were identified.,1,0.85,"Managing multiple aircraft (Aircraft X, Y, Z) simultaneously in the traffic pattern suggests coordin",1,0.9,"The incident occurred during a training session with a trainee controller, indicating that training ",1,0.85,The trainee's reluctance and timing errors suggest cognitive workload and stress impacted situationa,0,0.2,"No direct indications of fatigue, illness, or physical impairment were present; however, workload st",1,0.8,The occurrence of operations outside LOA and trainee reluctance to enforce restrictions imply organi,0,0.3,No explicit evidence that supervisors knowingly disregarded rules was found.,1,0.85,Supervision appears ineffective as the trainee was allowed to manage a complex situation without ade,1,0.8,Planning deficiencies are evident in the lack of clear procedures or contingency plans for managing ,1,0.75,"Organizational atmosphere may not prioritize strict adherence to UAV operational restrictions, contr",1,0.9,Policies and procedures governing UAV operations and LOA compliance appear insufficient or inadequat,1,0.8,Potential resource constraints such as limited staffing or training resources may have contributed t,1,0.85,Training programs may lack emphasis on UAV-specific airspace restrictions and decision-making under ,1,0.8,"Management decisions regarding resource allocation, policy enforcement, and training oversight likel"
1485237,A contracted drone operator reported he was alerted by the drone's sensors that he may have penetrated Class E airspace. He immediately terminated his video photography and exited the area.,I went to shoot some footage using my DJI Mavic Pro (Drone) after being contracted by a company. I checked flight maps before flying to make sure that I would not enter Class E Airspace during the shoot as the Class E airspace for Kearney Regional Airport (EAR) extended down to the surface near wher,"The contracted drone operator inadvertently entered Class E airspace despite pre-flight checks, promptly corrected the situation by terminating the flight safely. The incident primarily involves skill-based errors and decision-making under situational awareness challenges, with no evidence of physical impairment or organizational resource constraints. Technological environment factors such as app warnings played a role in alerting the operator. No supervisory or organizational failures are evident from the narrative.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,26.928202629089355,1,0.9,"The operator inadvertently entered controlled airspace despite pre-flight checks, indicating a lapse",1,0.85,The decision to continue flight near the boundary of Class E airspace without continuous monitoring ,0,0.1,No evidence suggests intentional disregard of rules or regulations; the operator complied with proce,0,0.1,"No adverse weather, terrain, or workspace design issues were reported that could have affected perfo",1,0.9,"The DJI GO 4 app provided timely warnings about airspace penetration, indicating technology function",0,0.1,The operator was contracted and appears to have operated solo; no team coordination issues are evide,0,0.1,No information suggests inadequate training conditions or deficiencies impacting performance.,1,0.85,"The operator’s situational awareness was challenged, possibly due to spatial disorientation or workl",0,0.1,"No indications of fatigue, stress, illness, or physical impairment were reported.",0,0.1,No organizational safety culture issues are evident from the incident narrative.,0,0.1,No supervisory personnel involvement or deviations are indicated.,0,0.1,No evidence of ineffective supervision or oversight.,0,0.1,No indications of planning failures at the supervisory level.,0,0.1,No organizational climate or culture factors are implicated.,0,0.1,No deficiencies in organizational policies or procedures are reported.,0,0.1,"No staffing shortages, equipment limitations, or budget constraints are mentioned.",0,0.1,No evidence of inadequate training programs affecting the operator.,0,0.1,No management decisions contributing to the incident are identified.
1486594,DAY Controller reported a drone pilot operated a drone in violation of their Authorization Request.,I was working Local Control; the Controller in Charge (CIC) took a phone call on recorded line. The person on the line asked if he was [our Air Traffic Manager (ATM)]. The CIC stated 'no'. The caller then stated that the ATM had told him to call this number prior to departing his drone. There was ze,"The incident involved a drone pilot operating in violation of authorization constraints, specifically flying above the approved altitude and without proper coordination with air traffic controllers. The pilot disregarded denied Authorization Requests and issued waivers, indicating deliberate violations. Supervisory and organizational oversight failed to prevent unauthorized operations, and procedural enforcement was inadequate. No direct evidence of physical state impairments or technological failures was found, but resource support limitations and safety culture issues contributed to the event.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,28.21628761291504,0,0.3,No direct evidence indicates the pilot lacked basic flying skills; the violation was deliberate rath,1,0.9,"The pilot made poor decisions by operating without authorization and ignoring altitude restrictions,",1,0.95,Clear violation occurred as the pilot flew despite denied Authorization Requests and outside prescri,0,0.2,"No mention of adverse weather, terrain, or workspace design affecting performance.",0,0.2,No reported equipment malfunctions or interface issues influencing the incident.,1,0.85,Lack of prior coordination with controllers and failure to notify after operations indicate poor tea,0,0.3,No evidence suggests inadequate training conditions contributed to the incident.,0,0.3,"No signs of fatigue, stress, or cognitive overload affecting pilot performance were reported.",0,0.2,"No indications of fatigue, illness, or physical impairment impacting the pilot or controllers.",1,0.9,The incident reflects an organizational culture permissive of unauthorized operations and insufficie,1,0.85,Supervisors failed to enforce authorization denials and allowed operations without proper coordinati,1,0.9,Supervision was ineffective in preventing unauthorized drone flights and ensuring adherence to proce,0,0.3,No direct evidence of planning failures contributing to this incident.,1,0.85,Organizational atmosphere appears to tolerate or inadequately address unauthorized UAV operations.,1,0.9,Existing policies and procedures were either insufficiently enforced or inadequate to prevent violat,1,0.8,Potential resource constraints such as staffing or communication tools may have limited effective su,0,0.3,No direct evidence that training programs were deficient or contributed to the incident.,0,0.3,No explicit management decisions linked to this incident were identified.
1487433,A ground observer reported noticing a UAV was operating near the stage at a concert event.,I observed an unmanned UAS hovering stationary in the immediate vicinity of the [concert event] stage at approximately 250 AGL in close proximity to a large pyrotechnic display associated with the concert performance. In my opinion; this operation was unsafe and should have been prohibited in light ,"The UAV was operated unsafely near a concert stage and pyrotechnic display, violating established safety norms and likely a Temporary Flight Restriction (TFR). Multiple human factors including decision errors, violations, and supervisory and organizational shortcomings contributed. Physical state factors such as fatigue or stress are not directly evident but cannot be ruled out. Resource support issues such as inadequate enforcement or policy clarity may have enabled the unsafe operation.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,34.38405227661133,1,0.8,The UAV operator demonstrated skill-based errors by operating the UAV dangerously close to a concert,1,0.9,The decision to operate near a high-risk area despite known hazards and likely TFR indicates poor ju,1,0.95,Operating within a restricted area near a pyrotechnic display and concert stage constitutes a clear ,1,0.85,"The physical environment included proximity to pyrotechnics and a crowded concert stage, creating ha",0,0.2,No direct evidence of technological failures or interface issues was reported.,1,0.75,"Potential coordination failures between the UAV operator, ground observers, and event security may h",0,0.3,No explicit evidence of inadequate training conditions was provided.,0,0.3,"No direct indications of cognitive overload, confusion, or fatigue were reported.",0,0.2,"No evidence of fatigue, stress, or illness affecting operator performance was noted in the report.",1,0.85,The unsafe operation near a restricted area suggests an organizational culture that may tolerate or ,1,0.8,Supervisors appear to have allowed or failed to prevent the violation of TFR and unsafe UAV operatio,1,0.85,Lack of effective oversight and enforcement allowed the UAV to operate unsafely near the concert sta,1,0.8,Inadequate operational planning failed to account for or mitigate risks associated with UAV operatio,1,0.8,The organizational climate likely lacks strong emphasis on safety compliance and risk management in ,1,0.9,Policies and procedures appear insufficient or inadequately enforced to prevent UAV operations in re,1,0.85,Potential resource limitations such as insufficient staffing for enforcement or lack of clear guidan,0,0.3,No direct evidence of deficient training programs was provided.,1,0.8,Management decisions may have deprioritized safety enforcement or failed to allocate adequate resour
1488815,UAV operator reported unauthorized operation of a drone in close proximity to a moving freight train.,I was operating a hobby racing drone in proximity to a moving freight train. I am a very experienced manual drone operator; and I decided to fly closely to; land on; fly under; and fly inside of; a passing cargo train. I wasn't aware; ahead of the flight; that there were strict rules about what you ,"The incident involved an experienced UAV operator deliberately flying a hobby racing drone in close proximity to a moving freight train, violating known but apparently unheeded regulations. The operator demonstrated skill but made a conscious decision to violate safety rules, likely due to lack of awareness of specific railroad property restrictions. No evidence of physical impairment or technological failures was found. Organizational factors such as inadequate policy communication and safety culture may have contributed to the violation. Resource support issues were not evident.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.809570789337158,0,0.1,"The operator is described as very experienced and manually skilled, with no indication of unintentio",1,0.95,"The operator consciously chose to fly dangerously close to and inside a moving freight train, indica",1,0.95,"The operator knowingly violated safety rules by flying near railroad property without authorization,",0,0.1,No adverse physical environmental factors such as weather or terrain were reported that affected per,0,0.1,"No equipment malfunctions, interface issues, or automation problems were noted.",0,0.1,The operation was conducted solo with no team coordination issues reported.,0,0.2,No evidence suggests inadequate or improper training conditions contributed to the incident.,0,0.2,"No signs of cognitive impairment such as fatigue, stress, or overload were reported.",0,0.1,"No indications of fatigue, illness, or physical impairment affecting operator performance.",1,0.85,The operator's lack of awareness about strict rules near railroad property suggests an organizationa,0,0.1,No supervisory personnel involvement or deviations were indicated.,0,0.1,No evidence of supervision failures or oversight lapses was present.,0,0.1,No planning deficiencies were identified related to this incident.,1,0.8,The organizational climate may lack emphasis on strict adherence to safety regulations for UAV opera,1,0.9,The incident highlights insufficient dissemination or enforcement of policies governing UAV operatio,0,0.1,"No staffing shortages, equipment limitations, or budget constraints were reported or inferred.",0,0.1,No deficiencies in training programs were evident from the narrative.,0,0.1,No management decisions directly related to this incident were identified.
1491696,Phantom Pro 4 UAV Operator reported a collision with a tree during climb.,Flew DJI Inspire drone into tree. I misjudged proximity to obstacle. Damaged onboard camera and rotor blade.,"The UAV operator collided with a tree due to misjudgment of proximity during climb, indicating skill-based and decision-making errors. No explicit evidence of violations, physical state impairments, or resource constraints was found. Technological environment factors such as automation complexity or equipment malfunction were not reported. Organizational and supervisory factors lack direct evidence but cannot be fully excluded due to limited narrative detail.",0.8,OPENAI + YAML + FewShot,gpt-4.1-mini,22.51060891151428,1,0.9,"The operator misjudged proximity to a tree during climb, a classic example of a skill-based error in",1,0.85,The decision to continue climb without adequate clearance from obstacles indicates a lapse in judgme,0,0.1,No evidence suggests deliberate disregard of rules or procedures; the incident appears unintentional,0,0.2,"No mention of adverse weather, terrain, or workspace design affecting performance.",0,0.15,"No reported equipment malfunction, automation confusion, or interface issues.",0,0.1,No indication of crew or team coordination problems; operation appears single-operator.,0,0.1,No data on training deficiencies or inadequate preparation.,0,0.1,"No explicit signs of fatigue, stress, or cognitive overload reported.",0,0.1,"No evidence of operator fatigue, illness, or physical impairment.",0,0.1,No organizational safety culture issues identified from the narrative.,0,0.1,No supervisory rule violations or neglect reported.,0,0.1,No evidence of inadequate supervision contributing to the event.,0,0.1,No indication of poor operational planning or risk assessment.,0,0.1,No organizational climate or culture factors identified.,0,0.1,No mention of deficient policies or procedural guidance.,0,0.1,"No evidence of staffing shortages, equipment limitations, or budget constraints affecting operation.",0,0.1,No information on training program inadequacies.,0,0.1,No management decisions implicated in the incident.
1495076,UAS Operator reported a NMAC with an unidentified small aircraft in VMC at low altitude over coastal bluffs.,While flying my UAS along the shore. I experienced a near miss with a low flying aircraft. I was taking pictures of the surf and cliffs for my photography portfolio. I was flying a UAS. I launched from the parking area overlooking the beach; altitude about 71ft MSL. Visibility was reported as greate,"The incident involved a near mid-air collision (NMAC) between a UAS operating under automated Return-To-Home (RTH) mode and a low-flying unidentified manned aircraft in visual meteorological conditions (VMC) over coastal bluffs. The UAS operator was conducting photography at low altitude with limited visibility to the north (~0.9 miles). The automated RTH procedure was engaged, but the operator retained manual override capability. Contributing factors include environmental visibility limitations, potential spatial disorientation or situational awareness challenges due to remote operation, and possible organizational or supervisory gaps in risk mitigation for low-altitude operations near manned aircraft traffic. No direct evidence of physical impairment or resource constraints was found, but safety culture and policy adequacy require consideration given the near miss.",0.88,OPENAI + YAML + FewShot,gpt-4.1-mini,26.74264931678772,1,0.85,The operator engaged the automated RTH mode but remained responsible for monitoring and manual overr,1,0.8,Choosing to operate at low altitude near coastal bluffs with limited visibility to the north and kno,0,0.2,No explicit evidence indicates intentional rule violations by the operator; the operation appears co,1,0.9,"Visibility was unlimited to the south but limited to approximately 0.9 miles to the north, creating ",1,0.75,"The UAS was operating in automated RTH mode, which involves complex automation. The operator retaine",0,0.1,No evidence of team coordination issues as the operator was single pilot and no mention of other cre,0,0.1,No information suggests inadequate training conditions contributed to the incident.,1,0.85,"The operator was managing automated flight and visual observation simultaneously, which may have imp",0,0.1,"No indications of fatigue, stress, illness, or physical impairment were reported or inferred from th",1,0.75,"The near miss indicates potential organizational safety culture issues, such as insufficient emphasi",0,0.15,No evidence that supervisors knowingly disregarded rules or instructions.,1,0.8,Supervisory oversight may have been insufficient in enforcing or communicating risk controls for ope,1,0.8,"Operational planning may have inadequately accounted for environmental constraints, manned traffic, ",1,0.7,Organizational climate may not fully support proactive risk management or continuous improvement in ,1,0.75,Existing policies and procedures may lack sufficient guidance or restrictions for low-altitude autom,0,0.1,"No direct evidence of resource limitations such as staffing shortages, equipment failures, or budget",0,0.1,No indication that training program deficiencies contributed to the event.,1,0.7,"Management decisions regarding operational risk acceptance, automation use policies, and resource al"
